chunk_id,evidence_id,knowledge_node_id,module_id,title,content,difficulty_level,source_ids,content_status,review_status
823e104d-d7b2-540c-b330-6b362ebfd7a2,bdafa642-49da-5f6f-897b-a1302eae874a,RAG-M01-N03,RAG-M01,RAG、微调、长上下文与工具调用的选择：长上下文的限制,"知识点：RAG、微调、长上下文与工具调用的选择
主题：长上下文的限制
把整批资料直接放入上下文可以减少索引工程，但成本、延迟和噪声会随材料增长；研究也显示相关信息位于长上下文不同位置时，模型利用效果可能明显变化。
适用边界：方案选择必须记录业务前提；实时数据优先使用工具查询；高频更新事实不得只依赖微调记忆",2,"[""SRC-LOST-MIDDLE-2024""]",trusted_core,candidate_validated
cd8e2dd5-9256-55aa-8650-50be6ff65757,135c2547-e958-5725-b386-ba992f9a2714,RAG-M01-N03,RAG-M01,RAG、微调、长上下文与工具调用的选择：工具调用的职责,"知识点：RAG、微调、长上下文与工具调用的选择
主题：工具调用的职责
当任务要求查询结构化数据库、执行代码、计算指标或调用业务系统时，应使用受权限控制的工具，而不是让模型根据文档猜测实时结果。RAG负责提供知识，工具负责执行可验证动作。
适用边界：方案选择必须记录业务前提；实时数据优先使用工具查询；高频更新事实不得只依赖微调记忆",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
5a6683ce-10d9-57cd-a6ce-61ad22e80d04,3ed623c7-fb38-5e39-bc64-befbff600e5a,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：先定义用户任务,"知识点：需求分析、成功指标与RAG架构决策
主题：先定义用户任务
需求文档需要说明谁在什么情境下提出什么问题、可接受哪些来源、哪些答案必须拒答、错误会造成什么后果。仅写“做一个智能知识库”无法指导切片、权限和评测。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
33cf3623-bb8a-533f-84a0-68419faf0e20,f48d4afb-0300-5ea2-a1e3-aad1427e3a34,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：建立黄金问题集,"知识点：需求分析、成功指标与RAG架构决策
主题：建立黄金问题集
在开发索引前先收集代表性问题、期望证据、可接受答案要点和拒答样例。黄金集应覆盖事实、比较、步骤、故障排查、多跳关系和越权请求，后续所有版本都运行回归。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,"[""SRC-RAGAS-2023"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
e63901d5-ec70-5394-aa46-95d241668fe6,0a53a5bd-4026-5071-82ac-2b8e27cba817,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：指标分层,"知识点：需求分析、成功指标与RAG架构决策
主题：指标分层
检索层关注Hit Rate、Recall、MRR、nDCG和上下文精度；生成层关注事实忠实度、引用正确率、完整性和拒答正确率；系统层关注P95时延、成本、失败率、恢复能力与用户任务完成率。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
2b5fa342-2290-5214-9f3c-896526ac3313,3d5cd78b-15d8-54f0-b2b4-db02eb10b962,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：知识形态驱动架构,"知识点：需求分析、成功指标与RAG架构决策
主题：知识形态驱动架构
独立短事实适合混合检索；长层级文档适合父子检索；实体关系和多跳问题适合图检索；规则表和实时指标适合结构化查询；代码问题需要符号和调用关系索引。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,"[""SRC-GRAPHRAG-OFFICIAL"", ""SRC-LLAMAINDEX-HIERARCHY""]",trusted_core,candidate_validated
ef07702c-5ca8-56e8-8585-5a4e8f00780f,3e812057-6f3c-58b4-879c-b84b70205ca3,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：来源登记,"知识点：知识源治理、可信等级与准入
主题：来源登记
每份资料至少登记文档ID、标题、发布机构、版本或日期、获取渠道、授权状态、适用范围、负责人、校验时间和内容哈希。缺少关键元数据的资料只能进入隔离区，不能直接发布。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
ebc8bf47-fcbf-5faa-b2e8-8e24df7de2f2,7e8f9330-fd2c-5cf2-aee7-1101bd092085,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：可信等级,"知识点：知识源治理、可信等级与准入
主题：可信等级
可以把法规、标准、官方文档和已审核内部制度设为高可信；专家审阅材料为中高可信；论坛、博客和模型生成草稿为候选来源。检索与审核时应把可信等级纳入排序和冲突裁决。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
527f2a0c-ae66-5f73-ad29-6d9eb5db5c79,33ddfbdd-4719-5f27-bf5d-b22f52551dcf,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：派生内容可追溯,"知识点：知识源治理、可信等级与准入
主题：派生内容可追溯
摘要、切片、实体关系、题目和讲义都必须保留到原始资料的血缘。任何派生内容被修改时，应记录操作者、时间、变更原因和受影响的知识节点。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,"[""SRC-NIST-AI-RMF"", ""SRC-COMPETITION-XH-202630""]",trusted_core,candidate_validated
268d814f-650b-5285-8b74-5140505cd684,19a5d2af-6eb3-5673-b2cb-087fac1fa0be,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：冲突与失效,"知识点：知识源治理、可信等级与准入
主题：冲突与失效
当不同来源结论冲突时，系统不能简单平均或任选一个。应按权威性、适用时间、适用对象和版本生效范围做裁决；无法确定时标记冲突并转人工审核。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
7b42eb32-7cc8-5870-a703-2b64cc6e937e,507145bd-82bf-57de-ba2c-02e7c516d149,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：按文件类型选择解析器,"知识点：文档解析、清洗与结构保真
主题：按文件类型选择解析器
Markdown、HTML、DOCX、原生PDF、扫描PDF、表格和代码仓库需要不同解析策略。优先使用原生文本和结构信息；只有没有可靠文本层时才使用OCR，并保留OCR置信度。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,"[""SRC-LLAMAINDEX-HIERARCHY""]",trusted_core,candidate_validated
f378f42a-c50c-5f24-a63e-99106ce2a6ff,459f4320-ffba-555d-9b05-e679be68ff95,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：结构保真,"知识点：文档解析、清洗与结构保真
主题：结构保真
解析结果应保留章节路径、页码、表格行列、代码语言、列表层级、图片说明和前后节点关系。结构字段既用于切片，也用于引用定位和父子检索。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,"[""SRC-LLAMAINDEX-HIERARCHY""]",trusted_core,candidate_validated
5f92f712-f6f3-516b-b8ea-08d0d4f1b6f1,44da0ddb-5f54-55a7-a6d2-dd3665dbd829,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：清洗原则,"知识点：文档解析、清洗与结构保真
主题：清洗原则
删除重复页眉页脚、导航噪声和空白，但不能把否定词、单位、表格标题或代码缩进误删。清洗步骤必须可重放，并保存原始文本、清洗文本和差异摘要。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
35ed6e33-5e4a-53ad-b2a3-5465ec73bddd,d3ec5725-8e5f-57b6-aec7-c0f45172e0bb,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：解析验收,"知识点：文档解析、清洗与结构保真
主题：解析验收
抽样检查字符完整率、标题识别率、表格保真率、代码块完整率和页码定位。关键资料应设置人工抽检比例；低于阈值时阻止进入切片和索引阶段。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
47998d15-d7af-59ba-8dd6-095131da932e,afb69292-46aa-55c7-b4b5-5b895d9d4513,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：语义完整性优先,"知识点：切片策略、语义边界与父子结构
主题：语义完整性优先
一个切片应尽量围绕单一可回答主题，保留定义、条件、例外和结论。跨标题、把否定条件拆开或把表头与数据分离，都会产生表面相关但不可用的证据。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,"[""SRC-LLAMAINDEX-HIERARCHY""]",trusted_core,candidate_validated
83f9c8b4-7573-53a1-bd3e-f44ca43ec392,42e17c0b-2db3-52ac-b398-eca5dc702b4f,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：长度与重叠权衡,"知识点：切片策略、语义边界与父子结构
主题：长度与重叠权衡
切片过小会丢失上下文并增加碎片；过大会混入多个主题并降低上下文精度。重叠可减少边界损失，但会增加索引体积和重复结果。参数必须通过Hit Rate、MRR和上下文精度比较。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
a65781f0-ab25-562c-989d-330d499eb70d,f4b2772e-9f5f-5419-9b2b-cd8a22ef39de,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：父子层级,"知识点：切片策略、语义边界与父子结构
主题：父子层级
长文档可同时保存较小的叶子节点和较大的父节点。检索用叶子节点提高定位精度，返回上下文时再补充父节点，从而兼顾召回和完整性。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,"[""SRC-LLAMAINDEX-HIERARCHY""]",trusted_core,candidate_validated
0673987c-1fdd-521d-943f-5c93f1853410,8ccfef39-f6ff-5035-a27f-e0413f934758,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：按内容类型切片,"知识点：切片策略、语义边界与父子结构
主题：按内容类型切片
表格应按逻辑行组和表头切片，代码按符号和调用关系切片，FAQ按完整问答切片，规章制度按条款与适用范围切片。一个全局固定长度策略通常不足。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,"[""SRC-LLAMAINDEX-HIERARCHY""]",trusted_core,candidate_validated
25dc0669-e0d9-5ec9-9d79-5c164dc5bd37,110a39ee-0b6b-56b0-9c4f-626fbb785b1a,RAG-M02-N04,RAG-M02,元数据、版本、血缘与知识发布：最小元数据集,"知识点：元数据、版本、血缘与知识发布
主题：最小元数据集
切片至少包含chunk_id、document_id、knowledge_node_id、标题路径、页码或锚点、版本、语言、难度、来源等级、有效期、权限标签、内容哈希和父子关系。
适用边界：发布版本不可原地修改；所有引用必须可追溯；权限标签必须在检索前过滤而非生成后遮盖",3,"[""SRC-NIST-AI-RMF"", ""SRC-LLAMAINDEX-HIERARCHY""]",trusted_core,candidate_validated
777c78ed-9975-58ad-b316-58e5040dfc84,de2d06e7-6962-5ce2-b3f9-b8d983be22b8,RAG-M02-N04,RAG-M02,元数据、版本、血缘与知识发布：不可变版本,"知识点：元数据、版本、血缘与知识发布
主题：不可变版本
知识库版本发布后保持不可变。新增、删除、重新切片或更换嵌入模型都创建候选新版本；通过评测和审批后再切换激活指针，旧版本保留用于回放与回滚。
适用边界：发布版本不可原地修改；所有引用必须可追溯；权限标签必须在检索前过滤而非生成后遮盖",3,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
e1243373-ebca-53aa-86ef-6ee693452560,8682abe8-16eb-58ff-8869-c1fa1c56290c,RAG-M02-N04,RAG-M02,元数据、版本、血缘与知识发布：血缘链,"知识点：元数据、版本、血缘与知识发布
主题：血缘链
最终答案中的evidence_id应能追溯到chunk_id、document_id、原始文件、解析版本和来源登记记录。题目、讲义与关系边也要保存其依据，避免形成无法解释的二手知识。
适用边界：发布版本不可原地修改；所有引用必须可追溯；权限标签必须在检索前过滤而非生成后遮盖",3,"[""SRC-COMPETITION-XH-202630"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
299662c4-5084-55d3-9617-b1085ac71ad5,4cb0290e-cbda-526c-b420-5e1044866f55,RAG-M02-N04,RAG-M02,元数据、版本、血缘与知识发布：发布门禁,"知识点：元数据、版本、血缘与知识发布
主题：发布门禁
候选版本需通过Schema、ID唯一性、引用完整性、来源准入、检索回归、核心节点覆盖、冲突检查和安全测试。任何阻断项失败都不能标记为published。
适用边界：发布版本不可原地修改；所有引用必须可追溯；权限标签必须在检索前过滤而非生成后遮盖",3,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
b6709bfd-8cfa-5737-b783-177361986417,d2603583-8af0-5455-9b44-3d5e989c94c1,RAG-M03-N01,RAG-M03,文本嵌入、向量表示与相似度：语义表示,"知识点：文本嵌入、向量表示与相似度
主题：语义表示
句向量模型把可变长度文本编码为固定维度向量，目标是让语义相关文本在向量空间中更接近。它适合召回同义表达，但不保证精确匹配编号、公式或专有缩写。
适用边界：嵌入模型和预处理必须记录版本；专有编号和精确术语需结合关键词检索；模型更换必须重建索引",2,"[""SRC-SBERT-2019""]",trusted_core,candidate_validated
2dbf7492-93dd-5c43-a233-184a7af3bae7,32df7ce1-8afb-5cfb-9b25-91de8fed3532,RAG-M03-N01,RAG-M03,文本嵌入、向量表示与相似度：距离函数一致性,"知识点：文本嵌入、向量表示与相似度
主题：距离函数一致性
余弦距离关注方向，内积同时受方向和向量长度影响，欧氏距离衡量几何距离。索引创建、查询和模型是否归一化必须一致，否则排序含义会发生变化。
适用边界：嵌入模型和预处理必须记录版本；专有编号和精确术语需结合关键词检索；模型更换必须重建索引",2,"[""SRC-PGVECTOR-OFFICIAL""]",trusted_core,candidate_validated
19824ae8-89db-59a0-a5d0-12bf8a90bfa6,9b9b3e6f-796b-5b9e-b2ac-7dd455c1f2f0,RAG-M03-N01,RAG-M03,文本嵌入、向量表示与相似度：模型选型,"知识点：文本嵌入、向量表示与相似度
主题：模型选型
选型需要比较目标语言、领域术语、上下文长度、维度、吞吐、许可和部署方式。不能只根据公开榜单决定，应使用本项目固定问题集测量召回、排序和成本。
适用边界：嵌入模型和预处理必须记录版本；专有编号和精确术语需结合关键词检索；模型更换必须重建索引",2,"[""SRC-SBERT-2019"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
284eaf68-a6db-5402-982e-1eb2f02cbf5b,2e9c8abd-4f76-5113-9886-e0d3edd77542,RAG-M03-N01,RAG-M03,文本嵌入、向量表示与相似度：嵌入版本化,"知识点：文本嵌入、向量表示与相似度
主题：嵌入版本化
更换嵌入模型、维度、前处理或归一化方式会改变全部向量，应创建新索引版本并重新跑回归。查询向量与文档向量不得来自不兼容版本。
适用边界：嵌入模型和预处理必须记录版本；专有编号和精确术语需结合关键词检索；模型更换必须重建索引",2,"[""SRC-PGVECTOR-OFFICIAL"", ""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
b7f8d0e5-6fee-537c-b2f7-8770765af8c3,0db4adce-4113-5ed8-844f-89563f132422,RAG-M03-N02,RAG-M03,向量存储、精确搜索、HNSW与IVFFlat：精确与近似检索,"知识点：向量存储、精确搜索、HNSW与IVFFlat
主题：精确与近似检索
pgvector默认可执行精确最近邻搜索，适合小规模数据和评测基线。近似索引通过减少搜索范围提高速度，但可能牺牲召回，因此应定期与精确结果比较。
适用边界：上线前必须有精确检索基线；租户和权限过滤不可省略；索引参数变更必须进入版本记录",3,"[""SRC-PGVECTOR-OFFICIAL""]",trusted_core,candidate_validated
c6b2a608-855d-53db-b789-f50ffb9132d4,5e8ced64-0f8f-5a42-906f-fa6ec450dc0f,RAG-M03-N02,RAG-M03,向量存储、精确搜索、HNSW与IVFFlat：HNSW,"知识点：向量存储、精确搜索、HNSW与IVFFlat
主题：HNSW
HNSW使用多层图结构，通常查询性能和速度-召回权衡较好，但索引构建更慢且占用更多内存。ef_search提高时召回通常提升，同时查询成本增加。
适用边界：上线前必须有精确检索基线；租户和权限过滤不可省略；索引参数变更必须进入版本记录",3,"[""SRC-PGVECTOR-OFFICIAL""]",trusted_core,candidate_validated
ca8031a6-1151-52fc-aff6-172e625f33bc,383e3b96-5fe2-5637-975e-836e1a294892,RAG-M03-N02,RAG-M03,向量存储、精确搜索、HNSW与IVFFlat：IVFFlat,"知识点：向量存储、精确搜索、HNSW与IVFFlat
主题：IVFFlat
IVFFlat把向量分入多个列表，查询时只探测部分列表。它构建更快、内存较低，但需要数据后才能合理训练，lists和probes设置直接影响速度与召回。
适用边界：上线前必须有精确检索基线；租户和权限过滤不可省略；索引参数变更必须进入版本记录",3,"[""SRC-PGVECTOR-OFFICIAL""]",trusted_core,candidate_validated
0c9a0fc0-ba92-5ac3-86ac-08850f2d10c8,881618b9-0202-5397-b16b-fb002bf8a858,RAG-M03-N02,RAG-M03,向量存储、精确搜索、HNSW与IVFFlat：过滤与索引,"知识点：向量存储、精确搜索、HNSW与IVFFlat
主题：过滤与索引
权限、租户、版本和知识节点过滤应在检索计划中明确。近似索引可能先召回后过滤，导致返回数量不足；可以配合普通列索引、分区、部分索引或迭代扫描。
适用边界：上线前必须有精确检索基线；租户和权限过滤不可省略；索引参数变更必须进入版本记录",3,"[""SRC-PGVECTOR-OFFICIAL""]",trusted_core,candidate_validated
2c8b1477-2c7e-5aa4-b0d4-db4225177d36,6cf90763-ba94-5e6b-af2b-df4a83374646,RAG-M03-N03,RAG-M03,BM25、关键词检索与精确术语召回：BM25直觉,"知识点：BM25、关键词检索与精确术语召回
主题：BM25直觉
BM25综合词项频率、文档频率和文档长度，对在少量文档中出现的查询词给予较高区分度，并通过饱和机制避免词频无限放大。
适用边界：保留原始查询与规范化查询；领域词典需要版本化；关键词权重需通过评测调整",2,"[""SRC-OPENSEARCH-HYBRID""]",trusted_core,candidate_validated
838a8cf9-87db-5ab0-9e0b-52880ef814f3,d95931d9-b4cc-59ae-883d-8742ad35e137,RAG-M03-N03,RAG-M03,BM25、关键词检索与精确术语召回：精确术语优势,"知识点：BM25、关键词检索与精确术语召回
主题：精确术语优势
版本号、错误码、API路径、类名和规范条款常被语义嵌入弱化，而关键词检索能直接利用字符或词项匹配。领域系统应为这些字段建立别名和规范化规则。
适用边界：保留原始查询与规范化查询；领域词典需要版本化；关键词权重需通过评测调整",2,"[""SRC-OPENSEARCH-HYBRID""]",trusted_core,candidate_validated
8985d40f-efad-5dcf-945d-34331cbb2fa9,6eae105b-244f-5e5f-8fdd-4ef9df1231dd,RAG-M03-N03,RAG-M03,BM25、关键词检索与精确术语召回：中文分词与词典,"知识点：BM25、关键词检索与精确术语召回
主题：中文分词与词典
中文没有天然空格边界，分词器和领域词典会显著影响召回。可结合字符n-gram、专有词典、大小写与全半角归一化，避免把关键术语拆错。
适用边界：保留原始查询与规范化查询；领域词典需要版本化；关键词权重需通过评测调整",2,"[""SRC-NIST-AI-RMF""]",trusted_core,candidate_validated
83732c63-8bf9-576f-968f-be16d7508768,518d537b-59a6-5d48-8df2-0b35bb37c0b8,RAG-M03-N03,RAG-M03,BM25、关键词检索与精确术语召回：基线价值,"知识点：BM25、关键词检索与精确术语召回
主题：基线价值
即使最终使用稠密检索，也应保留关键词基线。它实现简单、可解释，能帮助定位嵌入模型是否真正改善了语义召回，还是只增加了复杂度。
适用边界：保留原始查询与规范化查询；领域词典需要版本化；关键词权重需通过评测调整",2,"[""SRC-RAGAS-2023""]",trusted_core,candidate_validated
6a4e0281-c2bf-56c9-9b34-5ff4d0f292ac,7d448bf9-e164-5a44-81cd-86a76d56dcfa,RAG-M03-N04,RAG-M03,混合检索、分数融合与RRF：互补召回,"知识点：混合检索、分数融合与RRF
主题：互补召回
稠密检索可以召回同义表达，稀疏检索擅长精确术语。先分别召回候选，再融合和重排，通常比只依赖单一路径更稳健。
适用边界：融合前保留原始排名；禁止跨权限融合；必须报告单路与混合的消融结果",3,"[""SRC-OPENSEARCH-HYBRID""]",trusted_core,candidate_validated
8d9a0faf-059d-550c-8c4b-46ef30642e18,3a1befcf-aede-53f8-9b53-b51f618c12b4,RAG-M03-N04,RAG-M03,混合检索、分数融合与RRF：分数归一化,"知识点：混合检索、分数融合与RRF
主题：分数归一化
不同检索器的原始分数含义和范围不同，直接加权可能让某一路径支配结果。分数融合需要归一化、权重和边界测试。
适用边界：融合前保留原始排名；禁止跨权限融合；必须报告单路与混合的消融结果",3,"[""SRC-OPENSEARCH-HYBRID""]",trusted_core,candidate_validated
161e924d-c776-510f-b485-226593719af4,0c530834-1e07-54de-8e39-8511bc1658c0,RAG-M03-N04,RAG-M03,混合检索、分数融合与RRF：RRF,"知识点：混合检索、分数融合与RRF
主题：RRF
RRF根据文档在各结果列表中的名次累加倒数排名贡献，避免直接比较异构分数。rank constant影响头部排名差异，仍需在本地问题集上评测。
适用边界：融合前保留原始排名；禁止跨权限融合；必须报告单路与混合的消融结果",3,"[""SRC-OPENSEARCH-HYBRID""]",trusted_core,candidate_validated
