chunk_id,evidence_id,knowledge_node_id,module_id,title,content,difficulty_level,is_core,importance_score,source_ids,source_tier,aliases,tags,citation_text,content_hash,embedding_status
823e104d-d7b2-540c-b330-6b362ebfd7a2,bdafa642-49da-5f6f-897b-a1302eae874a,RAG-M01-N03,RAG-M01,RAG、微调、长上下文与工具调用的选择：长上下文的限制,"知识点：RAG、微调、长上下文与工具调用的选择
主题：长上下文的限制
把整批资料直接放入上下文可以减少索引工程，但成本、延迟和噪声会随材料增长；研究也显示相关信息位于长上下文不同位置时，模型利用效果可能明显变化。
适用边界：方案选择必须记录业务前提；实时数据优先使用工具查询；高频更新事实不得只依赖微调记忆",2,True,0.95,"[""SRC-LOST-MIDDLE-2024""]",B,"[""RAG与微调"", ""RAG vs Fine-tuning"", ""长上下文方案选择""]","[""RAG vs Fine-tuning"", ""RAG-M01"", ""RAG-M01-N03"", ""RAG与微调"", ""长上下文方案选择"", ""长上下文的限制""]",RAG基础与方案选择 / RAG、微调、长上下文与工具调用的选择 / 长上下文的限制,a14cd4f7-5e07-53a2-b061-aaf0173e9a07,not_generated
cd8e2dd5-9256-55aa-8650-50be6ff65757,135c2547-e958-5725-b386-ba992f9a2714,RAG-M01-N03,RAG-M01,RAG、微调、长上下文与工具调用的选择：工具调用的职责,"知识点：RAG、微调、长上下文与工具调用的选择
主题：工具调用的职责
当任务要求查询结构化数据库、执行代码、计算指标或调用业务系统时，应使用受权限控制的工具，而不是让模型根据文档猜测实时结果。RAG负责提供知识，工具负责执行可验证动作。
适用边界：方案选择必须记录业务前提；实时数据优先使用工具查询；高频更新事实不得只依赖微调记忆",2,True,0.95,"[""SRC-NIST-AI-RMF""]",A,"[""RAG与微调"", ""RAG vs Fine-tuning"", ""长上下文方案选择""]","[""RAG vs Fine-tuning"", ""RAG-M01"", ""RAG-M01-N03"", ""RAG与微调"", ""工具调用的职责"", ""长上下文方案选择""]",RAG基础与方案选择 / RAG、微调、长上下文与工具调用的选择 / 工具调用的职责,1bab5761-b321-5c4d-8bd1-73e18a34ed09,not_generated
5a6683ce-10d9-57cd-a6ce-61ad22e80d04,3ed623c7-fb38-5e39-bc64-befbff600e5a,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：先定义用户任务,"知识点：需求分析、成功指标与RAG架构决策
主题：先定义用户任务
需求文档需要说明谁在什么情境下提出什么问题、可接受哪些来源、哪些答案必须拒答、错误会造成什么后果。仅写“做一个智能知识库”无法指导切片、权限和评测。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,True,0.95,"[""SRC-NIST-AI-RMF""]",A,"[""RAG需求分析"", ""RAG技术选型"", ""成功标准""]","[""RAG-M01"", ""RAG-M01-N04"", ""RAG技术选型"", ""RAG需求分析"", ""先定义用户任务"", ""成功标准""]",RAG基础与方案选择 / 需求分析、成功指标与RAG架构决策 / 先定义用户任务,e0233c80-4cfa-5820-bc15-f3fb6b5550b0,not_generated
33cf3623-bb8a-533f-84a0-68419faf0e20,f48d4afb-0300-5ea2-a1e3-aad1427e3a34,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：建立黄金问题集,"知识点：需求分析、成功指标与RAG架构决策
主题：建立黄金问题集
在开发索引前先收集代表性问题、期望证据、可接受答案要点和拒答样例。黄金集应覆盖事实、比较、步骤、故障排查、多跳关系和越权请求，后续所有版本都运行回归。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,True,0.95,"[""SRC-RAGAS-2023"", ""SRC-NIST-AI-RMF""]",A,"[""RAG需求分析"", ""RAG技术选型"", ""成功标准""]","[""RAG-M01"", ""RAG-M01-N04"", ""RAG技术选型"", ""RAG需求分析"", ""建立黄金问题集"", ""成功标准""]",RAG基础与方案选择 / 需求分析、成功指标与RAG架构决策 / 建立黄金问题集,8f5b2c99-d7d0-5806-b919-d99a9e54b612,not_generated
e63901d5-ec70-5394-aa46-95d241668fe6,0a53a5bd-4026-5071-82ac-2b8e27cba817,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：指标分层,"知识点：需求分析、成功指标与RAG架构决策
主题：指标分层
检索层关注Hit Rate、Recall、MRR、nDCG和上下文精度；生成层关注事实忠实度、引用正确率、完整性和拒答正确率；系统层关注P95时延、成本、失败率、恢复能力与用户任务完成率。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,True,0.95,"[""SRC-RAGAS-2023""]",B,"[""RAG需求分析"", ""RAG技术选型"", ""成功标准""]","[""RAG-M01"", ""RAG-M01-N04"", ""RAG技术选型"", ""RAG需求分析"", ""成功标准"", ""指标分层""]",RAG基础与方案选择 / 需求分析、成功指标与RAG架构决策 / 指标分层,f4c21e16-f9ae-5f74-b41f-ba10dd31e39a,not_generated
2b5fa342-2290-5214-9f3c-896526ac3313,3d5cd78b-15d8-54f0-b2b4-db02eb10b962,RAG-M01-N04,RAG-M01,需求分析、成功指标与RAG架构决策：知识形态驱动架构,"知识点：需求分析、成功指标与RAG架构决策
主题：知识形态驱动架构
独立短事实适合混合检索；长层级文档适合父子检索；实体关系和多跳问题适合图检索；规则表和实时指标适合结构化查询；代码问题需要符号和调用关系索引。
适用边界：每项指标必须给出计算口径；评测集需版本化并防止泄漏；架构选择必须能回溯到知识形态和问题类型",2,True,0.95,"[""SRC-GRAPHRAG-OFFICIAL"", ""SRC-LLAMAINDEX-HIERARCHY""]",A,"[""RAG需求分析"", ""RAG技术选型"", ""成功标准""]","[""RAG-M01"", ""RAG-M01-N04"", ""RAG技术选型"", ""RAG需求分析"", ""成功标准"", ""知识形态驱动架构""]",RAG基础与方案选择 / 需求分析、成功指标与RAG架构决策 / 知识形态驱动架构,5e1b2341-e7f6-535c-802b-4deb22b2fd00,not_generated
ef07702c-5ca8-56e8-8585-5a4e8f00780f,3e812057-6f3c-58b4-879c-b84b70205ca3,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：来源登记,"知识点：知识源治理、可信等级与准入
主题：来源登记
每份资料至少登记文档ID、标题、发布机构、版本或日期、获取渠道、授权状态、适用范围、负责人、校验时间和内容哈希。缺少关键元数据的资料只能进入隔离区，不能直接发布。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,True,1.0,"[""SRC-NIST-AI-RMF""]",A,"[""source governance"", ""知识来源管理"", ""资料准入""]","[""RAG-M02"", ""RAG-M02-N01"", ""source governance"", ""来源登记"", ""知识来源管理"", ""资料准入""]",数据治理与知识构建 / 知识源治理、可信等级与准入 / 来源登记,ded1c3b1-4c93-5372-8899-96b154e887ae,not_generated
ebc8bf47-fcbf-5faa-b2e8-8e24df7de2f2,7e8f9330-fd2c-5cf2-aee7-1101bd092085,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：可信等级,"知识点：知识源治理、可信等级与准入
主题：可信等级
可以把法规、标准、官方文档和已审核内部制度设为高可信；专家审阅材料为中高可信；论坛、博客和模型生成草稿为候选来源。检索与审核时应把可信等级纳入排序和冲突裁决。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,True,1.0,"[""SRC-NIST-AI-RMF""]",A,"[""source governance"", ""知识来源管理"", ""资料准入""]","[""RAG-M02"", ""RAG-M02-N01"", ""source governance"", ""可信等级"", ""知识来源管理"", ""资料准入""]",数据治理与知识构建 / 知识源治理、可信等级与准入 / 可信等级,bb769757-bf21-53fc-95f1-ed657b45cc68,not_generated
527f2a0c-ae66-5f73-ad29-6d9eb5db5c79,33ddfbdd-4719-5f27-bf5d-b22f52551dcf,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：派生内容可追溯,"知识点：知识源治理、可信等级与准入
主题：派生内容可追溯
摘要、切片、实体关系、题目和讲义都必须保留到原始资料的血缘。任何派生内容被修改时，应记录操作者、时间、变更原因和受影响的知识节点。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,True,1.0,"[""SRC-NIST-AI-RMF"", ""SRC-COMPETITION-XH-202630""]",A,"[""source governance"", ""知识来源管理"", ""资料准入""]","[""RAG-M02"", ""RAG-M02-N01"", ""source governance"", ""派生内容可追溯"", ""知识来源管理"", ""资料准入""]",数据治理与知识构建 / 知识源治理、可信等级与准入 / 派生内容可追溯,5e2f391b-d806-5480-b330-eca871c43bb9,not_generated
268d814f-650b-5285-8b74-5140505cd684,19a5d2af-6eb3-5673-b2cb-087fac1fa0be,RAG-M02-N01,RAG-M02,知识源治理、可信等级与准入：冲突与失效,"知识点：知识源治理、可信等级与准入
主题：冲突与失效
当不同来源结论冲突时，系统不能简单平均或任选一个。应按权威性、适用时间、适用对象和版本生效范围做裁决；无法确定时标记冲突并转人工审核。
适用边界：未授权敏感资料不得入库；模型生成草稿不得自动发布；过期来源必须支持撤回与影响分析",1,True,1.0,"[""SRC-NIST-AI-RMF""]",A,"[""source governance"", ""知识来源管理"", ""资料准入""]","[""RAG-M02"", ""RAG-M02-N01"", ""source governance"", ""冲突与失效"", ""知识来源管理"", ""资料准入""]",数据治理与知识构建 / 知识源治理、可信等级与准入 / 冲突与失效,d57bd1b6-46f6-594e-9b80-1c91f4d54ddd,not_generated
7b42eb32-7cc8-5870-a703-2b64cc6e937e,507145bd-82bf-57de-ba2c-02e7c516d149,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：按文件类型选择解析器,"知识点：文档解析、清洗与结构保真
主题：按文件类型选择解析器
Markdown、HTML、DOCX、原生PDF、扫描PDF、表格和代码仓库需要不同解析策略。优先使用原生文本和结构信息；只有没有可靠文本层时才使用OCR，并保留OCR置信度。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,True,0.95,"[""SRC-LLAMAINDEX-HIERARCHY""]",B,"[""document parsing"", ""文档清洗"", ""版面解析""]","[""RAG-M02"", ""RAG-M02-N02"", ""document parsing"", ""按文件类型选择解析器"", ""文档清洗"", ""版面解析""]",数据治理与知识构建 / 文档解析、清洗与结构保真 / 按文件类型选择解析器,3fc82408-fb47-512c-b15a-e9e52e2c617d,not_generated
f378f42a-c50c-5f24-a63e-99106ce2a6ff,459f4320-ffba-555d-9b05-e679be68ff95,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：结构保真,"知识点：文档解析、清洗与结构保真
主题：结构保真
解析结果应保留章节路径、页码、表格行列、代码语言、列表层级、图片说明和前后节点关系。结构字段既用于切片，也用于引用定位和父子检索。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,True,0.95,"[""SRC-LLAMAINDEX-HIERARCHY""]",B,"[""document parsing"", ""文档清洗"", ""版面解析""]","[""RAG-M02"", ""RAG-M02-N02"", ""document parsing"", ""文档清洗"", ""版面解析"", ""结构保真""]",数据治理与知识构建 / 文档解析、清洗与结构保真 / 结构保真,a5aa1ffd-9c90-5ad7-84e5-289372bea3e4,not_generated
5f92f712-f6f3-516b-b8ea-08d0d4f1b6f1,44da0ddb-5f54-55a7-a6d2-dd3665dbd829,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：清洗原则,"知识点：文档解析、清洗与结构保真
主题：清洗原则
删除重复页眉页脚、导航噪声和空白，但不能把否定词、单位、表格标题或代码缩进误删。清洗步骤必须可重放，并保存原始文本、清洗文本和差异摘要。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,True,0.95,"[""SRC-NIST-AI-RMF""]",A,"[""document parsing"", ""文档清洗"", ""版面解析""]","[""RAG-M02"", ""RAG-M02-N02"", ""document parsing"", ""文档清洗"", ""清洗原则"", ""版面解析""]",数据治理与知识构建 / 文档解析、清洗与结构保真 / 清洗原则,7be3d4c3-8d11-54b1-a6f2-202ad003ee2c,not_generated
35ed6e33-5e4a-53ad-b2a3-5465ec73bddd,d3ec5725-8e5f-57b6-aec7-c0f45172e0bb,RAG-M02-N02,RAG-M02,文档解析、清洗与结构保真：解析验收,"知识点：文档解析、清洗与结构保真
主题：解析验收
抽样检查字符完整率、标题识别率、表格保真率、代码块完整率和页码定位。关键资料应设置人工抽检比例；低于阈值时阻止进入切片和索引阶段。
适用边界：保留原始文件和解析版本；关键资料解析失败必须阻断发布；OCR结果需标记置信度与人工复核状态",2,True,0.95,"[""SRC-NIST-AI-RMF""]",A,"[""document parsing"", ""文档清洗"", ""版面解析""]","[""RAG-M02"", ""RAG-M02-N02"", ""document parsing"", ""文档清洗"", ""版面解析"", ""解析验收""]",数据治理与知识构建 / 文档解析、清洗与结构保真 / 解析验收,1767d6ad-b4fa-54e7-8b08-42534662b295,not_generated
47998d15-d7af-59ba-8dd6-095131da932e,afb69292-46aa-55c7-b4b5-5b895d9d4513,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：语义完整性优先,"知识点：切片策略、语义边界与父子结构
主题：语义完整性优先
一个切片应尽量围绕单一可回答主题，保留定义、条件、例外和结论。跨标题、把否定条件拆开或把表头与数据分离，都会产生表面相关但不可用的证据。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,True,1.0,"[""SRC-LLAMAINDEX-HIERARCHY""]",B,"[""chunking"", ""文档切片"", ""parent-child chunks""]","[""RAG-M02"", ""RAG-M02-N03"", ""chunking"", ""parent-child chunks"", ""文档切片"", ""语义完整性优先""]",数据治理与知识构建 / 切片策略、语义边界与父子结构 / 语义完整性优先,9f0c468e-07dd-5af9-b6f4-19e08b20f565,not_generated
83f9c8b4-7573-53a1-bd3e-f44ca43ec392,42e17c0b-2db3-52ac-b398-eca5dc702b4f,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：长度与重叠权衡,"知识点：切片策略、语义边界与父子结构
主题：长度与重叠权衡
切片过小会丢失上下文并增加碎片；过大会混入多个主题并降低上下文精度。重叠可减少边界损失，但会增加索引体积和重复结果。参数必须通过Hit Rate、MRR和上下文精度比较。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,True,1.0,"[""SRC-RAGAS-2023""]",B,"[""chunking"", ""文档切片"", ""parent-child chunks""]","[""RAG-M02"", ""RAG-M02-N03"", ""chunking"", ""parent-child chunks"", ""文档切片"", ""长度与重叠权衡""]",数据治理与知识构建 / 切片策略、语义边界与父子结构 / 长度与重叠权衡,ceaa0add-75af-5144-a4bf-bd4ddc055914,not_generated
a65781f0-ab25-562c-989d-330d499eb70d,f4b2772e-9f5f-5419-9b2b-cd8a22ef39de,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：父子层级,"知识点：切片策略、语义边界与父子结构
主题：父子层级
长文档可同时保存较小的叶子节点和较大的父节点。检索用叶子节点提高定位精度，返回上下文时再补充父节点，从而兼顾召回和完整性。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,True,1.0,"[""SRC-LLAMAINDEX-HIERARCHY""]",B,"[""chunking"", ""文档切片"", ""parent-child chunks""]","[""RAG-M02"", ""RAG-M02-N03"", ""chunking"", ""parent-child chunks"", ""文档切片"", ""父子层级""]",数据治理与知识构建 / 切片策略、语义边界与父子结构 / 父子层级,9ae36f93-ea4f-5213-ad22-8805a9dafd6d,not_generated
0673987c-1fdd-521d-943f-5c93f1853410,8ccfef39-f6ff-5035-a27f-e0413f934758,RAG-M02-N03,RAG-M02,切片策略、语义边界与父子结构：按内容类型切片,"知识点：切片策略、语义边界与父子结构
主题：按内容类型切片
表格应按逻辑行组和表头切片，代码按符号和调用关系切片，FAQ按完整问答切片，规章制度按条款与适用范围切片。一个全局固定长度策略通常不足。
适用边界：切片必须保留来源位置；参数变更要创建新索引版本；不得把表头、否定条件与正文分离",2,True,1.0,"[""SRC-LLAMAINDEX-HIERARCHY""]",B,"[""chunking"", ""文档切片"", ""parent-child chunks""]","[""RAG-M02"", ""RAG-M02-N03"", ""chunking"", ""parent-child chunks"", ""按内容类型切片"", ""文档切片""]",数据治理与知识构建 / 切片策略、语义边界与父子结构 / 按内容类型切片,07232b4c-1bc6-5da1-98de-c4e22be34af6,not_generated
25dc0669-e0d9-5ec9-9d79-5c164dc5bd37,110a39ee-0b6b-56b0-9c4f-626fbb785b1a,RAG-M02-N04,RAG-M02,元数据、版本、血缘与知识发布：最小元数据集,"知识点：元数据、版本、血缘与知识发布
主题：最小元数据集
切片至少包含chunk_id、document_id、knowledge_node_id、标题路径、页码或锚点、版本、语言、难度、来源等级、有效期、权限标签、内容哈希和父子关系。
适用边界：发布版本不可原地修改；所有引用必须可追溯；权限标签必须在检索前过滤而非生成后遮盖",3,True,1.0,"[""SRC-NIST-AI-RMF"", ""SRC-LLAMAINDEX-HIERARCHY""]",A,"[""metadata"", ""knowledge versioning"", ""provenance""]","[""RAG-M02"", ""RAG-M02-N04"", ""knowledge versioning"", ""metadata"", ""provenance"", ""最小元数据集""]",数据治理与知识构建 / 元数据、版本、血缘与知识发布 / 最小元数据集,f58b1147-1f95-5342-b377-a8e41572b4d2,not_generated
777c78ed-9975-58ad-b316-58e5040dfc84,de2d06e7-6962-5ce2-b3f9-b8d983be22b8,RAG-M02-N04,RAG-M02,元数据、版本、血缘与知识发布：不可变版本,"知识点：元数据、版本、血缘与知识发布
主题：不可变版本
知识库版本发布后保持不可变。新增、删除、重新切片或更换嵌入模型都创建候选新版本；通过评测和审批后再切换激活指针，旧版本保留用于回放与回滚。
适用边界：发布版本不可原地修改；所有引用必须可追溯；权限标签必须在检索前过滤而非生成后遮盖",3,True,1.0,"[""SRC-NIST-AI-RMF""]",A,"[""metadata"", ""knowledge versioning"", ""provenance""]","[""RAG-M02"", ""RAG-M02-N04"", ""knowledge versioning"", ""metadata"", ""provenance"", ""不可变版本""]",数据治理与知识构建 / 元数据、版本、血缘与知识发布 / 不可变版本,cb8428b0-9378-5576-a18b-b2c3b450edb7,not_generated
