question_id,knowledge_node_id,question_type,difficulty_level,stem,options,answer,explanation,evidence_ids
53bc4786-a4d2-5118-ba12-9a7fb0a8cf95,RAG-M01-N03,short_answer,3,在企业RAG项目中需要应用“RAG、微调、长上下文与工具调用的选择”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""f2b2fa8a-fee3-586e-bbc3-98b5ecb5f1af"", ""3bbdce74-b29f-52ac-8394-06056f2e85f0"", ""bdafa642-49da-5f6f-897b-a1302eae874a"", ""135c2547-e958-5725-b386-ba992f9a2714""]"
f821294f-fc56-522d-9666-2ea8f956833d,RAG-M01-N04,single_choice,2,关于“需求分析、成功指标与RAG架构决策”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""先把系统做出来，再找一些问题测试。""}, {""option_id"": ""B"", ""option_text"": ""需求文档需要说明谁在什么情境下提出什么问题、可接受哪些来源、哪些答案必须拒答、错误会造成什么后果。仅写“做一个智能知识库”无法指导切片、权限和评测。""}, {""option_id"": ""C"", ""option_text"": ""需求分析、成功指标与RAG架构决策不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""需求分析、成功指标与RAG架构决策只适用于演示环境，无法用于工程系统。""}]",,需求文档需要说明谁在什么情境下提出什么问题、可接受哪些来源、哪些答案必须拒答、错误会造成什么后果。仅写“做一个智能知识库”无法指导切片、权限和评测。,"[""3ed623c7-fb38-5e39-bc64-befbff600e5a""]"
245e49c7-0cbd-59ce-9273-bf5349d0c66f,RAG-M01-N04,true_false,2,先把系统做出来，再找一些问题测试。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,评测集应在核心实现前冻结，否则容易只测试系统擅长的问题。,"[""3ed623c7-fb38-5e39-bc64-befbff600e5a"", ""f48d4afb-0300-5ea2-a1e3-aad1427e3a34""]"
e6f4201d-134a-534f-9453-8c4e383bec5c,RAG-M01-N04,short_answer,3,请用不超过200字说明需求分析、成功指标与RAG架构决策的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""3ed623c7-fb38-5e39-bc64-befbff600e5a"", ""f48d4afb-0300-5ea2-a1e3-aad1427e3a34"", ""0a53a5bd-4026-5071-82ac-2b8e27cba817""]"
d4e21d64-2bea-51ce-91b2-5137ee748b6b,RAG-M01-N04,short_answer,3,在企业RAG项目中需要应用“需求分析、成功指标与RAG架构决策”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""3ed623c7-fb38-5e39-bc64-befbff600e5a"", ""f48d4afb-0300-5ea2-a1e3-aad1427e3a34"", ""0a53a5bd-4026-5071-82ac-2b8e27cba817"", ""3d5cd78b-15d8-54f0-b2b4-db02eb10b962""]"
e5c86546-2d95-5a91-bb45-303a60db8e5b,RAG-M02-N01,single_choice,1,关于“知识源治理、可信等级与准入”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""公开网页都可以直接作为权威知识。""}, {""option_id"": ""B"", ""option_text"": ""每份资料至少登记文档ID、标题、发布机构、版本或日期、获取渠道、授权状态、适用范围、负责人、校验时间和内容哈希。缺少关键元数据的资料只能进入隔离区，不能直接发布。""}, {""option_id"": ""C"", ""option_text"": ""知识源治理、可信等级与准入不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""知识源治理、可信等级与准入只适用于演示环境，无法用于工程系统。""}]",,每份资料至少登记文档ID、标题、发布机构、版本或日期、获取渠道、授权状态、适用范围、负责人、校验时间和内容哈希。缺少关键元数据的资料只能进入隔离区，不能直接发布。,"[""3e812057-6f3c-58b4-879c-b84b70205ca3""]"
ce1b6ab6-5708-5aaa-be9a-d54b584c3a1b,RAG-M02-N01,true_false,1,公开网页都可以直接作为权威知识。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,公开可访问不等于准确、授权清晰或适用于当前场景。,"[""3e812057-6f3c-58b4-879c-b84b70205ca3"", ""7e8f9330-fd2c-5cf2-aee7-1101bd092085""]"
bd5878c8-8b59-5a29-af36-81bcdb03a4b4,RAG-M02-N01,short_answer,2,请用不超过200字说明知识源治理、可信等级与准入的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""3e812057-6f3c-58b4-879c-b84b70205ca3"", ""7e8f9330-fd2c-5cf2-aee7-1101bd092085"", ""33ddfbdd-4719-5f27-bf5d-b22f52551dcf""]"
80073267-c059-5190-8b71-df7eaa603dfd,RAG-M02-N01,short_answer,2,在企业RAG项目中需要应用“知识源治理、可信等级与准入”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""3e812057-6f3c-58b4-879c-b84b70205ca3"", ""7e8f9330-fd2c-5cf2-aee7-1101bd092085"", ""33ddfbdd-4719-5f27-bf5d-b22f52551dcf"", ""19a5d2af-6eb3-5673-b2cb-087fac1fa0be""]"
b9d71edc-d04f-580f-abb3-330c23752cc2,RAG-M02-N02,single_choice,2,关于“文档解析、清洗与结构保真”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""所有PDF都可以直接提取文本。""}, {""option_id"": ""B"", ""option_text"": ""Markdown、HTML、DOCX、原生PDF、扫描PDF、表格和代码仓库需要不同解析策略。优先使用原生文本和结构信息；只有没有可靠文本层时才使用OCR，并保留OCR置信度。""}, {""option_id"": ""C"", ""option_text"": ""文档解析、清洗与结构保真不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""文档解析、清洗与结构保真只适用于演示环境，无法用于工程系统。""}]",,Markdown、HTML、DOCX、原生PDF、扫描PDF、表格和代码仓库需要不同解析策略。优先使用原生文本和结构信息；只有没有可靠文本层时才使用OCR，并保留OCR置信度。,"[""507145bd-82bf-57de-ba2c-02e7c516d149""]"
ac02b1b1-f6df-539c-bd21-b365ab51ee06,RAG-M02-N02,true_false,2,所有PDF都可以直接提取文本。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,扫描PDF可能没有文本层，复杂版面也可能发生阅读顺序错误。,"[""507145bd-82bf-57de-ba2c-02e7c516d149"", ""459f4320-ffba-555d-9b05-e679be68ff95""]"
4b60625b-8cba-5203-8b03-fc3924d50eed,RAG-M02-N02,short_answer,3,请用不超过200字说明文档解析、清洗与结构保真的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""507145bd-82bf-57de-ba2c-02e7c516d149"", ""459f4320-ffba-555d-9b05-e679be68ff95"", ""44da0ddb-5f54-55a7-a6d2-dd3665dbd829""]"
472a1bc9-eded-5312-83c7-b91803981b02,RAG-M02-N02,short_answer,3,在企业RAG项目中需要应用“文档解析、清洗与结构保真”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""507145bd-82bf-57de-ba2c-02e7c516d149"", ""459f4320-ffba-555d-9b05-e679be68ff95"", ""44da0ddb-5f54-55a7-a6d2-dd3665dbd829"", ""d3ec5725-8e5f-57b6-aec7-c0f45172e0bb""]"
7d875457-ec0b-535d-aaaa-8729de995df7,RAG-M02-N03,single_choice,2,关于“切片策略、语义边界与父子结构”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""chunk size越大，模型得到的信息越多，所以越好。""}, {""option_id"": ""B"", ""option_text"": ""一个切片应尽量围绕单一可回答主题，保留定义、条件、例外和结论。跨标题、把否定条件拆开或把表头与数据分离，都会产生表面相关但不可用的证据。""}, {""option_id"": ""C"", ""option_text"": ""切片策略、语义边界与父子结构不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""切片策略、语义边界与父子结构只适用于演示环境，无法用于工程系统。""}]",,一个切片应尽量围绕单一可回答主题，保留定义、条件、例外和结论。跨标题、把否定条件拆开或把表头与数据分离，都会产生表面相关但不可用的证据。,"[""afb69292-46aa-55c7-b4b5-5b895d9d4513""]"
22055101-d133-5b4f-9757-8ebd6a30eba9,RAG-M02-N03,true_false,2,chunk size越大，模型得到的信息越多，所以越好。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,过大切片会降低定位精度、增加噪声和上下文成本。,"[""afb69292-46aa-55c7-b4b5-5b895d9d4513"", ""42e17c0b-2db3-52ac-b398-eca5dc702b4f""]"
4d4ad22d-37b5-5d0e-b357-99e930ed554a,RAG-M02-N03,short_answer,3,请用不超过200字说明切片策略、语义边界与父子结构的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""afb69292-46aa-55c7-b4b5-5b895d9d4513"", ""42e17c0b-2db3-52ac-b398-eca5dc702b4f"", ""f4b2772e-9f5f-5419-9b2b-cd8a22ef39de""]"
5d72df24-5bf6-53c4-9016-dd3525fc2318,RAG-M02-N03,short_answer,3,在企业RAG项目中需要应用“切片策略、语义边界与父子结构”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""afb69292-46aa-55c7-b4b5-5b895d9d4513"", ""42e17c0b-2db3-52ac-b398-eca5dc702b4f"", ""f4b2772e-9f5f-5419-9b2b-cd8a22ef39de"", ""8ccfef39-f6ff-5035-a27f-e0413f934758""]"
2dce8c93-a0a5-5123-9a14-1fba8a6a8291,RAG-M02-N04,single_choice,3,关于“元数据、版本、血缘与知识发布”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""metadata只是方便展示，可以后补。""}, {""option_id"": ""B"", ""option_text"": ""切片至少包含chunk_id、document_id、knowledge_node_id、标题路径、页码或锚点、版本、语言、难度、来源等级、有效期、权限标签、内容哈希和父子关系。""}, {""option_id"": ""C"", ""option_text"": ""元数据、版本、血缘与知识发布不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""元数据、版本、血缘与知识发布只适用于演示环境，无法用于工程系统。""}]",,切片至少包含chunk_id、document_id、knowledge_node_id、标题路径、页码或锚点、版本、语言、难度、来源等级、有效期、权限标签、内容哈希和父子关系。,"[""110a39ee-0b6b-56b0-9c4f-626fbb785b1a""]"
15a95d30-8ec7-508e-8ba6-bf0a4c154149,RAG-M02-N04,true_false,3,metadata只是方便展示，可以后补。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,权限过滤、版本回放、引用和评测都依赖元数据，必须在接入时建立。,"[""110a39ee-0b6b-56b0-9c4f-626fbb785b1a"", ""de2d06e7-6962-5ce2-b3f9-b8d983be22b8""]"
5b121759-64ae-58ad-b351-cddeeef6be36,RAG-M02-N04,short_answer,4,请用不超过200字说明元数据、版本、血缘与知识发布的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""110a39ee-0b6b-56b0-9c4f-626fbb785b1a"", ""de2d06e7-6962-5ce2-b3f9-b8d983be22b8"", ""8682abe8-16eb-58ff-8869-c1fa1c56290c""]"
434aaf76-a914-5d0b-b423-a0e77630fb67,RAG-M02-N04,short_answer,4,在企业RAG项目中需要应用“元数据、版本、血缘与知识发布”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""110a39ee-0b6b-56b0-9c4f-626fbb785b1a"", ""de2d06e7-6962-5ce2-b3f9-b8d983be22b8"", ""8682abe8-16eb-58ff-8869-c1fa1c56290c"", ""4cb0290e-cbda-526c-b420-5e1044866f55""]"
1f84c524-c4bb-5ec5-adef-da6c3895f1cb,RAG-M03-N01,single_choice,2,关于“文本嵌入、向量表示与相似度”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""语义相关就一定事实相关。""}, {""option_id"": ""B"", ""option_text"": ""句向量模型把可变长度文本编码为固定维度向量，目标是让语义相关文本在向量空间中更接近。它适合召回同义表达，但不保证精确匹配编号、公式或专有缩写。""}, {""option_id"": ""C"", ""option_text"": ""文本嵌入、向量表示与相似度不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""文本嵌入、向量表示与相似度只适用于演示环境，无法用于工程系统。""}]",,句向量模型把可变长度文本编码为固定维度向量，目标是让语义相关文本在向量空间中更接近。它适合召回同义表达，但不保证精确匹配编号、公式或专有缩写。,"[""d2603583-8af0-5455-9b44-3d5e989c94c1""]"
cfdbb776-c268-57d5-851f-ecc3e4962409,RAG-M03-N01,true_false,2,语义相关就一定事实相关。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,嵌入召回的是相似表达，仍可能缺少适用条件、版本或具体事实。,"[""d2603583-8af0-5455-9b44-3d5e989c94c1"", ""32df7ce1-8afb-5cfb-9b25-91de8fed3532""]"
90d329c1-2d5b-50e7-a5c6-ec2faff4c8fa,RAG-M03-N01,short_answer,3,请用不超过200字说明文本嵌入、向量表示与相似度的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""d2603583-8af0-5455-9b44-3d5e989c94c1"", ""32df7ce1-8afb-5cfb-9b25-91de8fed3532"", ""9b9b3e6f-796b-5b9e-b2ac-7dd455c1f2f0""]"
ca677501-0fe7-5a92-9a39-5daea21edc60,RAG-M03-N01,short_answer,3,在企业RAG项目中需要应用“文本嵌入、向量表示与相似度”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""d2603583-8af0-5455-9b44-3d5e989c94c1"", ""32df7ce1-8afb-5cfb-9b25-91de8fed3532"", ""9b9b3e6f-796b-5b9e-b2ac-7dd455c1f2f0"", ""2e9c8abd-4f76-5113-9886-e0d3edd77542""]"
1f3b5424-e624-5cb5-a15b-ec28bd24817c,RAG-M03-N02,single_choice,3,关于“向量存储、精确搜索、HNSW与IVFFlat”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""上了HNSW以后结果和精确搜索完全相同。""}, {""option_id"": ""B"", ""option_text"": ""pgvector默认可执行精确最近邻搜索，适合小规模数据和评测基线。近似索引通过减少搜索范围提高速度，但可能牺牲召回，因此应定期与精确结果比较。""}, {""option_id"": ""C"", ""option_text"": ""向量存储、精确搜索、HNSW与IVFFlat不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""向量存储、精确搜索、HNSW与IVFFlat只适用于演示环境，无法用于工程系统。""}]",,pgvector默认可执行精确最近邻搜索，适合小规模数据和评测基线。近似索引通过减少搜索范围提高速度，但可能牺牲召回，因此应定期与精确结果比较。,"[""0db4adce-4113-5ed8-844f-89563f132422""]"
9024e22a-d0d0-5d31-8f42-fa2a624e90fa,RAG-M03-N02,true_false,3,上了HNSW以后结果和精确搜索完全相同。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,HNSW属于近似搜索，需要用精确基线监测召回损失。,"[""0db4adce-4113-5ed8-844f-89563f132422"", ""5e8ced64-0f8f-5a42-906f-fa6ec450dc0f""]"
27aa7850-9970-59f0-81ec-24a30e6f0f6c,RAG-M03-N02,short_answer,4,请用不超过200字说明向量存储、精确搜索、HNSW与IVFFlat的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""0db4adce-4113-5ed8-844f-89563f132422"", ""5e8ced64-0f8f-5a42-906f-fa6ec450dc0f"", ""383e3b96-5fe2-5637-975e-836e1a294892""]"
0e065e56-d383-5f21-9970-5f8cb01258bf,RAG-M03-N02,short_answer,4,在企业RAG项目中需要应用“向量存储、精确搜索、HNSW与IVFFlat”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""0db4adce-4113-5ed8-844f-89563f132422"", ""5e8ced64-0f8f-5a42-906f-fa6ec450dc0f"", ""383e3b96-5fe2-5637-975e-836e1a294892"", ""881618b9-0202-5397-b16b-fb002bf8a858""]"
935700bc-dcf8-5fb8-9f6a-483142fcfd14,RAG-M03-N03,single_choice,2,关于“BM25、关键词检索与精确术语召回”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""向量检索出现后关键词检索已经过时。""}, {""option_id"": ""B"", ""option_text"": ""BM25综合词项频率、文档频率和文档长度，对在少量文档中出现的查询词给予较高区分度，并通过饱和机制避免词频无限放大。""}, {""option_id"": ""C"", ""option_text"": ""BM25、关键词检索与精确术语召回不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""BM25、关键词检索与精确术语召回只适用于演示环境，无法用于工程系统。""}]",,BM25综合词项频率、文档频率和文档长度，对在少量文档中出现的查询词给予较高区分度，并通过饱和机制避免词频无限放大。,"[""6cf90763-ba94-5e6b-af2b-df4a83374646""]"
d64f8e18-c6df-5fbf-a446-53a058e8cbc6,RAG-M03-N03,true_false,2,向量检索出现后关键词检索已经过时。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,二者擅长的查询类型不同，生产系统常用混合检索。,"[""6cf90763-ba94-5e6b-af2b-df4a83374646"", ""d95931d9-b4cc-59ae-883d-8742ad35e137""]"
42e02728-0041-5700-901d-dcca9d454a4c,RAG-M03-N03,short_answer,3,请用不超过200字说明BM25、关键词检索与精确术语召回的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""6cf90763-ba94-5e6b-af2b-df4a83374646"", ""d95931d9-b4cc-59ae-883d-8742ad35e137"", ""6eae105b-244f-5e5f-8fdd-4ef9df1231dd""]"
07a5aa99-659b-5615-9107-dd6e2e0dc41e,RAG-M03-N03,short_answer,3,在企业RAG项目中需要应用“BM25、关键词检索与精确术语召回”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""6cf90763-ba94-5e6b-af2b-df4a83374646"", ""d95931d9-b4cc-59ae-883d-8742ad35e137"", ""6eae105b-244f-5e5f-8fdd-4ef9df1231dd"", ""518d537b-59a6-5d48-8df2-0b35bb37c0b8""]"
6f4d0398-017c-598e-b2dd-399a9f5f7cd3,RAG-M03-N04,single_choice,3,关于“混合检索、分数融合与RRF”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""混合检索就是把两种分数直接相加。""}, {""option_id"": ""B"", ""option_text"": ""稠密检索可以召回同义表达，稀疏检索擅长精确术语。先分别召回候选，再融合和重排，通常比只依赖单一路径更稳健。""}, {""option_id"": ""C"", ""option_text"": ""混合检索、分数融合与RRF不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""混合检索、分数融合与RRF只适用于演示环境，无法用于工程系统。""}]",,稠密检索可以召回同义表达，稀疏检索擅长精确术语。先分别召回候选，再融合和重排，通常比只依赖单一路径更稳健。,"[""7d448bf9-e164-5a44-81cd-86a76d56dcfa""]"
7bf91f88-964a-5bef-92cc-d64916df427a,RAG-M03-N04,true_false,3,混合检索就是把两种分数直接相加。,"[{""option_id"": ""T"", ""option_text"": ""正确""}, {""option_id"": ""F"", ""option_text"": ""错误""}]",,需要处理分数尺度、权重、排名融合、过滤和去重。,"[""7d448bf9-e164-5a44-81cd-86a76d56dcfa"", ""3a1befcf-aede-53f8-9b53-b51f618c12b4""]"
19232db4-b957-5e62-a9af-b554d7f03fe7,RAG-M03-N04,short_answer,4,请用不超过200字说明混合检索、分数融合与RRF的核心目标、一个适用边界和一个质量验证方法。,[],,答案必须同时包含目标、边界和可验证方法，不能只复述名词。,"[""7d448bf9-e164-5a44-81cd-86a76d56dcfa"", ""3a1befcf-aede-53f8-9b53-b51f618c12b4"", ""0c530834-1e07-54de-8e39-8511bc1658c0""]"
be7c37e1-b087-56e6-a14d-942167405b3e,RAG-M03-N04,short_answer,4,在企业RAG项目中需要应用“混合检索、分数融合与RRF”。请给出实施步骤、失败风险和验收证据。,[],,按照知识点目标和边界给出可落地方案。,"[""7d448bf9-e164-5a44-81cd-86a76d56dcfa"", ""3a1befcf-aede-53f8-9b53-b51f618c12b4"", ""0c530834-1e07-54de-8e39-8511bc1658c0"", ""716788a5-719d-5bd2-b841-55fc952f6160""]"
2304111c-2732-5d2b-b236-ee9fcf2fb7b7,RAG-M04-N01,single_choice,2,关于“查询理解、意图识别与查询改写”，以下哪项表述最准确？,"[{""option_id"": ""A"", ""option_text"": ""把问题改得越长越容易检索。""}, {""option_id"": ""B"", ""option_text"": ""单点定义可直接混合检索；比较题需要同时召回多个对象；步骤题需要层级上下文；故障排查可能需要多轮证据；高风险或越权问题应直接进入拒答或人工路径。""}, {""option_id"": ""C"", ""option_text"": ""查询理解、意图识别与查询改写不需要任何评测或版本记录。""}, {""option_id"": ""D"", ""option_text"": ""查询理解、意图识别与查询改写只适用于演示环境，无法用于工程系统。""}]",,单点定义可直接混合检索；比较题需要同时召回多个对象；步骤题需要层级上下文；故障排查可能需要多轮证据；高风险或越权问题应直接进入拒答或人工路径。,"[""2216241f-58cb-509e-abb0-41c1c55bdf1f""]"
